1,2.5,18,3.71,1,25,0.1,25,0.01,5.49970162808074
1,2.5,18,3.71,1,25,0.1,25,0.0102329299228075,5.39712076237628
1,2.5,18,3.71,1,25,0.1,25,0.010471285480509,5.29664364425066
1,2.5,18,3.71,1,25,0.1,25,0.0107151930523761,5.19822503397996
1,2.5,18,3.71,1,25,0.1,25,0.0109647819614319,5.10182069131738
1,2.5,18,3.71,1,25,0.1,25,0.0112201845430196,5.00738735308923
1,2.5,18,3.71,1,25,0.1,25,0.0114815362149688,4.91488271129696
1,2.5,18,3.71,1,25,0.1,25,0.0117489755493953,4.82426539171375
1,2.5,18,3.71,1,25,0.1,25,0.0120226443461741,4.73549493296434
1,2.5,18,3.71,1,25,0.1,25,0.0123026877081238,4.64853176607732
1,2.5,18,3.71,1,25,0.1,25,0.0125892541179417,4.56333719449899
1,2.5,18,3.71,1,25,0.1,25,0.0128824955169313,4.47987337455848
1,2.5,18,3.71,1,25,0.1,25,0.0131825673855641,4.39810329637377
1,2.5,18,3.71,1,25,0.1,25,0.0134896288259165,4.31799076518877
1,2.5,18,3.71,1,25,0.1,25,0.0138038426460289,4.23950038313146
1,2.5,18,3.71,1,25,0.1,25,0.0141253754462275,4.16259753138383
1,2.5,18,3.71,1,25,0.1,25,0.0144543977074593,4.08724835275405
1,2.5,18,3.71,1,25,0.1,25,0.0147910838816821,4.01341973464187
1,2.5,18,3.71,1,25,0.1,25,0.0151356124843621,3.94107929238833
1,2.5,18,3.71,1,25,0.1,25,0.0154881661891248,3.87019535300106
1,2.5,18,3.71,1,25,0.1,25,0.0158489319246111,3.80073693924663
1,2.5,18,3.71,1,25,0.1,25,0.0162181009735893,3.73267375410167
1,2.5,18,3.71,1,25,0.1,25,0.0165958690743756,3.66597616555466
1,2.5,18,3.71,1,25,0.1,25,0.0169824365246174,3.60061519175036
1,2.5,18,3.71,1,25,0.1,25,0.0173780082874938,3.53656248646919
1,2.5,18,3.71,1,25,0.1,25,0.0177827941003892,3.47379032493394
1,2.5,18,3.71,1,25,0.1,25,0.0181970085860998,3.41227158993642
1,2.5,18,3.71,1,25,0.1,25,0.0186208713666287,3.35197975827676
1,2.5,18,3.71,1,25,0.1,25,0.0190546071796325,3.29288888750835
1,2.5,18,3.71,1,25,0.1,25,0.0194984459975805,3.2349736029814
1,2.5,18,3.71,1,25,0.1,25,0.0199526231496888,3.17820908517846
1,2.5,18,3.71,1,25,0.1,25,0.0204173794466953,3.12257105733522
1,2.5,18,3.71,1,25,0.1,25,0.0208929613085404,3.06803577334015
1,2.5,18,3.71,1,25,0.1,25,0.0213796208950223,3.01458000590668
1,2.5,18,3.71,1,25,0.1,25,0.0218776162394955,2.9621810350117
1,2.5,18,3.71,1,25,0.1,25,0.0223872113856834,2.91081663659445
1,2.5,18,3.71,1,25,0.1,25,0.0229086765276777,2.86046507150982
1,2.5,18,3.71,1,25,0.1,25,0.0234422881531992,2.81110507473026
