2.5,18,3.71,100.04,0.706166
2.5,18,3.71,79.4645,0.76065
2.5,18,3.71,63.1195,0.812621
2.5,18,3.71,50.1385,0.859005
2.5,18,3.71,39.8261,0.900496
2.5,18,3.71,31.6347,0.935124
2.5,18,3.71,25.1284,0.967496
2.5,18,3.71,19.9594,0.995858
2.5,18,3.71,15.8543,1.02331
2.5,18,3.71,12.5945,1.05001
2.5,18,3.71,10.0037,1.07511
2.5,18,3.71,7.94538,1.09774
2.5,18,3.71,6.31165,1.12575
2.5,18,3.71,5.01422,1.15465
2.5,18,3.71,3.98278,1.18556
2.5,18,3.71,3.16281,1.21561
2.5,18,3.71,2.51203,1.25329
2.5,18,3.71,1.9962,1.29356
2.5,18,3.71,1.5856,1.33755
2.5,18,3.71,1.25942,1.38794
2.5,18,3.71,1.00029,1.43972
2.5,18,3.71,0.793746,1.5084
2.5,18,3.71,0.631243,1.5725
2.5,18,3.71,0.501115,1.65297
2.5,18,3.71,0.398519,1.74658
2.5,18,3.71,0.315719,1.85309
2.5,18,3.71,0.251557,1.97339
2.5,18,3.71,0.199636,2.1126
2.5,18,3.71,0.158462,2.27456
2.5,18,3.71,0.125951,2.47056
2.5,18,3.71,0.0999576,2.69033
2.5,18,3.71,0.0795066,2.93528
2.5,18,3.71,0.0636399,3.21693
2.5,18,3.71,0.0501794,3.59381
2.5,18,3.71,0.0399046,4.0054
2.5,18,3.71,0.0316464,4.51602
2.5,18,3.71,0.0246725,5.17461
2.5,18,3.71,0.0200507,5.73364
2.5,18,3.71,0.0158675,6.55669
2.5,18,3.71,0.0127163,7.46322
2.5,18,3.71,0.0100854,8.64639
2.5,18,3.71,0.0101219,8.79441
2.5,18,4.11,100.04,0.577807
2.5,18,4.11,79.4645,0.613878
2.5,18,4.11,63.1195,0.64681
2.5,18,4.11,50.1385,0.676724
2.5,18,4.11,39.8261,0.701936
2.5,18,4.11,31.6347,0.724839
2.5,18,4.11,25.1284,0.745586
2.5,18,4.11,19.9594,0.767098
2.5,18,4.11,15.8543,0.783513
2.5,18,4.11,12.5945,0.80124
2.5,18,4.11,10.0037,0.820459
2.5,18,4.11,7.94538,0.840606
2.5,18,4.11,6.31165,0.859298
2.5,18,4.11,5.01422,0.882376
2.5,18,4.11,3.98278,0.908212
2.5,18,4.11,3.16281,0.933467
2.5,18,4.11,2.51203,0.963371
2.5,18,4.11,1.9962,0.997442
2.5,18,4.11,1.5856,1.03435
2.5,18,4.11,1.25942,1.07832
2.5,18,4.11,1.00029,1.12855
2.5,18,4.11,0.793746,1.1838
2.5,18,4.11,0.631243,1.24458
2.5,18,4.11,0.501115,1.31907
2.5,18,4.11,0.398519,1.40801
2.5,18,4.11,0.315719,1.49951
2.5,18,4.11,0.251557,1.60689
2.5,18,4.11,0.199636,1.74632
2.5,18,4.11,0.158462,1.90387
2.5,18,4.11,0.125951,2.08052
2.5,18,4.11,0.0999576,2.29728
2.5,18,4.11,0.0795066,2.54343
2.5,18,4.11,0.0636399,2.81662
2.5,18,4.11,0.0501794,3.08952
2.5,18,4.11,0.0399046,3.6017
2.5,18,4.11,0.0316464,4.03331
2.5,18,4.11,0.0246725,4.47352
2.5,18,4.11,0.0200507,4.92474
2.5,18,4.11,0.0158675,6.07581
2.5,18,4.11,0.0127163,7.0973
2.5,18,4.11,0.0100854,7.97071
2.5,18,4.11,0.0101219,8.30386
2.5,12,6.1,100.04,0.7006245
2.5,12,6.1,79.4647,0.7691555
2.5,12,6.1,63.1209,0.833451
2.5,12,6.1,50.1385,0.8914845
2.5,12,6.1,39.8269,0.9437585
2.5,12,6.1,31.6355,0.989471
2.5,12,6.1,25.1301,1.0289275
2.5,12,6.1,19.9599,1.0627105
2.5,12,6.1,15.8535,1.094085
2.5,12,6.1,12.5943,1.120455
2.5,12,6.1,10.0036,1.14841
2.5,12,6.1,7.9468,1.173935
2.5,12,6.1,6.31214,1.20033
2.5,12,6.1,5.01526,1.227285
2.5,12,6.1,3.9831,1.255325
2.5,12,6.1,3.16397,1.28689
2.5,12,6.1,2.51193,1.31717
2.5,12,6.1,1.99615,1.352065
2.5,12,6.1,1.58558,1.392675
2.5,12,6.1,1.25976,1.433285
2.5,12,6.1,0.99995,1.4825
2.5,12,6.1,0.794222,1.535885
2.5,12,6.1,0.631601,1.593805
2.5,12,6.1,0.501446,1.661395
2.5,12,6.1,0.398089,1.73901
2.5,12,6.1,0.315612,1.826375
2.5,12,6.1,0.251296,1.925435
2.5,12,6.1,0.199838,2.04194
2.5,12,6.1,0.158347,2.174795
2.5,12,6.1,0.125599,2.322325
2.5,12,6.1,0.100343,2.486725
2.5,12,6.1,0.0795812,2.68634
2.5,12,6.1,0.0635073,2.91742
2.5,12,6.1,0.0497424,3.199115
2.5,12,6.1,0.040046,3.491295
2.5,12,6.1,0.0314327,3.84981
2.5,12,6.1,0.0245928,4.380685
2.5,12,6.1,0.0201337,4.828695
2.5,12,6.1,0.0156345,5.485875
2.5,12,6.1,0.0127126,6.190155
2.5,12,6.1,0.00986397,7.13975
2.5,12,6.1,0.00982032,7.253855
2.5,12,3.11,100.039,0.752903
2.5,12,3.11,79.4639,0.868633
2.5,12,3.11,63.1205,0.986572
2.5,12,3.11,50.1388,1.10294
2.5,12,3.11,39.8269,1.21542
2.5,12,3.11,31.6352,1.31925
2.5,12,3.11,25.1284,1.41158
2.5,12,3.11,19.9614,1.49542
2.5,12,3.11,15.8557,1.56202
2.5,12,3.11,12.5932,1.61975
2.5,12,3.11,10.0036,1.67647
2.5,12,3.11,7.94688,1.71837
2.5,12,3.11,6.31,1.76156
2.5,12,3.11,5.0141,1.79974
2.5,12,3.11,3.98257,1.83936
2.5,12,3.11,3.16252,1.8849
2.5,12,3.11,2.51298,1.92265
2.5,12,3.11,1.99636,1.96889
2.5,12,3.11,1.58568,2.01124
2.5,12,3.11,1.25989,2.06099
2.5,12,3.11,0.999781,2.12029
2.5,12,3.11,0.79462,2.17272
2.5,12,3.11,0.631205,2.23893
2.5,12,3.11,0.501425,2.31513
2.5,12,3.11,0.398279,2.39535
2.5,12,3.11,0.315648,2.5005
2.5,12,3.11,0.250938,2.59223
2.5,12,3.11,0.199482,2.71318
2.5,12,3.11,0.158642,2.84268
2.5,12,3.11,0.126389,3.00085
2.5,12,3.11,0.100203,3.17949
2.5,12,3.11,0.079251,3.39655
2.5,12,3.11,0.0631883,3.62041
2.5,12,3.11,0.0499619,3.91094
2.5,12,3.11,0.0397054,4.25119
2.5,12,3.11,0.0313733,4.60562
2.5,12,3.11,0.0253974,4.95734
2.5,12,3.11,0.0200814,5.45408
2.5,12,3.11,0.016164,5.95874
2.5,12,3.11,0.0123362,6.89056
2.5,12,3.11,0.0102047,7.42766
2.5,12,3.11,0.0100931,7.65807
3.5,12,5,100.039,0.713913
3.5,12,5,79.4675,0.809233
3.5,12,5,63.1207,0.901177
3.5,12,5,50.1391,0.989247
3.5,12,5,39.8272,1.0709
3.5,12,5,31.6361,1.14471
3.5,12,5,25.1283,1.21248
3.5,12,5,19.9601,1.27274
3.5,12,5,15.855,1.32721
3.5,12,5,12.5935,1.37778
3.5,12,5,10.0026,1.42676
3.5,12,5,7.94689,1.47151
3.5,12,5,6.31265,1.51867
3.5,12,5,5.01324,1.56594
3.5,12,5,3.98262,1.61414
3.5,12,5,3.16362,1.66708
3.5,12,5,2.51268,1.72259
3.5,12,5,1.9953,1.78671
3.5,12,5,1.58618,1.85186
3.5,12,5,1.25951,1.92582
3.5,12,5,0.999751,2.01204
3.5,12,5,0.793538,2.10694
3.5,12,5,0.631856,2.20806
3.5,12,5,0.501464,2.33299
3.5,12,5,0.398322,2.47948
3.5,12,5,0.316258,2.6392
3.5,12,5,0.251469,2.81627
3.5,12,5,0.199467,3.03741
3.5,12,5,0.15846,3.29509
3.5,12,5,0.125705,3.59084
3.5,12,5,0.0997417,3.92989
3.5,12,5,0.0797257,4.3087
3.5,12,5,0.06344,4.75145
3.5,12,5,0.0504398,5.31576
3.5,12,5,0.0400087,5.98175
3.5,12,5,0.031832,6.74878
3.5,12,5,0.0249529,7.75237
3.5,12,5,0.0202569,8.63453
3.5,12,5,0.0158019,10.0783
3.5,12,5,0.0126479,11.6203
3.5,12,5,0.0094443,14.3666
3.5,12,5,0.0101819,13.4744
1.5,18,10.96,100.038,1.06736
1.5,18,10.96,79.4658,1.17882
1.5,18,10.96,63.1218,1.28477
